nom,categorie,prix_eur,volume_L,degre_pct,ratio,image,url
Champagne G.H. Martel Victoire - Demi-sec - 75 cl,champagnes,25.46,0.75,,,https://fgellaobb.filerobot.com/3292050133044_1,https://www.e.leclerc/pro/champagne-g-h-martel-victoire-demi-sec-75-cl
Champagne Montaudon - Brut - 75 cl,champagnes,23.05,0.75,,,https://media.e.leclerc/3287210000953_1,https://www.e.leclerc/pro/champagne-montaudon-brut-75-cl
Champagne Deutz,champagnes,141.0,0.75,,,https://media.e.leclerc/3359950099013_1,https://www.e.leclerc/pro/champagne-deutz
Champagne Montaudon - Brut - 75 cl,champagnes,28.9,0.75,,,https://media.e.leclerc/3287210007488_1,https://www.e.leclerc/pro/champagne-montaudon-brut-75-cl
Champagne Moët & Chandon - Brut Rosé - 75 cl,champagnes,49.97,0.75,12.5,533.01,https://media.e.leclerc/3185370770399_1,https://www.e.leclerc/pro/champagne-moet-chandon-brut-rose-75-cl
Champagne Piper Heidsieck - Brut Rosé - 75 cl,champagnes,32.5,0.75,,,https://media.e.leclerc/3018336150006_1,https://www.e.leclerc/pro/champagne-piper-heidsieck-brut-rose-75-cl
Magnum Champagne de Castellane - Brut - 1.5 L,champagnes,47.86,1.5,,,https://fgellaobb.filerobot.com/3113870000036_1,https://www.e.leclerc/pro/magnum-champagne-de-castellane-brut-1-5-l
Champagne Veuve Clicquot - Brut Rosé - 75 cl,champagnes,52.4,0.75,12.5,558.93,https://media.e.leclerc/3049614223389_1,https://www.e.leclerc/pro/champagne-veuve-clicquot-brut-rose-75-cl
Champagne Charles de Cazanove - Extra-Sec Rosé - 75 cl,champagnes,33.9,0.75,,,https://media.e.leclerc/3323860137103_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-extra-sec-rose-75-cl
Champagne Ayala - Brut Nature - 75 cl,champagnes,39.09,0.75,,,https://fgellaobb.filerobot.com/3113841008009_1,https://www.e.leclerc/pro/champagne-ayala-brut-nature-75-cl
Champagne Charles de Cazanove Premier Cru - Brut - 75 cl,champagnes,22.9,0.75,,,https://media.e.leclerc/3323860130463_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-premier-cru-brut-75-cl
Champagne Drappier - Brut - 75 cl,champagnes,45.1,0.75,12.5,481.07,https://media.e.leclerc/3469380630615_1,https://www.e.leclerc/pro/champagne-drappier-brut-75-cl
Champagne G.H. Martel - Brut Rosé - 75 cl,champagnes,29.9,0.75,,,https://media.e.leclerc/3292050133860_1,https://www.e.leclerc/pro/champagne-g-h-martel-brut-rose-75-cl
Champagne G.H. Martel - Demi-sec - 75 cl,champagnes,20.56,0.75,,,https://media.e.leclerc/3292050133211_1,https://www.e.leclerc/pro/champagne-g-h-martel-demi-sec-75-cl
Champagne Lanson - Brut - 75 cl,champagnes,33.28,0.75,12.5,354.99,https://fgellaobb.filerobot.com/3029440007780_1,https://www.e.leclerc/pro/champagne-lanson-brut-75-cl
Champagne Alfred Rothschild & Cie - Demi-sec - 75 cl,champagnes,22.79,0.75,,,https://media.e.leclerc/3113910322012_1,https://www.e.leclerc/pro/champagne-alfred-rothschild-cie-demi-sec-75-cl
Champagne Tsarine Premier Cru - Brut - 75 cl,champagnes,33.9,0.75,,,https://media.e.leclerc/3416180030220_1,https://www.e.leclerc/pro/champagne-tsarine-premier-cru-brut-75-cl
Demi-bouteille - Champagne Laurent Perrier La Cuvée - Brut - 37.5 cl,champagnes,21.4,0.375,,,https://fgellaobb.filerobot.com/3258432490006_1,https://www.e.leclerc/pro/demi-bouteille-champagne-laurent-perrier-la-cuvee-brut-37-5-cl
Champagne Charles Lafitte Grande Cuvée - Brut - 75 cl,champagnes,25.07,0.75,12.5,267.41,https://fgellaobb.filerobot.com/3267850108110_1,https://www.e.leclerc/pro/champagne-charles-lafitte-grande-cuvee-brut-75-cl
Champagne Montaudon - Brut - 75 cl,champagnes,19.91,0.75,,,https://media.e.leclerc/3287210007730_1,https://www.e.leclerc/pro/champagne-montaudon-brut-75-cl
Champagne Demoiselle - Demi-sec - 75 cl,champagnes,28.99,0.75,12.5,309.23,https://media.e.leclerc/3253950051760_1,https://www.e.leclerc/pro/champagne-demoiselle-demi-sec-75-cl
Champagne Montaudon Grand Rosé - Brut Rosé - 75 cl,champagnes,24.32,0.75,,,https://fgellaobb.filerobot.com/3287210000113_1,https://www.e.leclerc/pro/champagne-montaudon-grand-rose-brut-rose-75-cl
Champagne G.H. Martel - Brut Blanc de Noirs - 75 cl,champagnes,24.9,0.75,,,https://media.e.leclerc/3292050108028_1,https://www.e.leclerc/pro/champagne-g-h-martel-brut-blanc-de-noirs-75-cl
Champagne Alfred Rothschild & Cie Excellence - Brut - 75 cl,champagnes,26.92,0.75,12.5,287.15,https://media.e.leclerc/3113916240662_1,https://www.e.leclerc/pro/champagne-alfred-rothschild-cie-excellence-brut-75-cl
Champagne Beaumont des Crayères - Extra-Brut Blanc de Noirs - 75 cl,champagnes,24.9,0.75,,,https://fgellaobb.filerobot.com/3463001001037_1,https://www.e.leclerc/pro/champagne-beaumont-des-crayeres-extra-brut-blanc-de-noirs-75-cl
Champagne Philipponnat - Brut - 75 cl,champagnes,43.5,0.75,,,https://media.e.leclerc/3760347083483_1,https://www.e.leclerc/pro/champagne-philipponnat-brut-75-cl
Champagne Canard-Duchêne - Brut Blanc de Blancs - 75 cl,champagnes,,0.75,,,https://media.e.leclerc/3113934005861_1,https://www.e.leclerc/pro/champagne-canard-duchene-brut-blanc-de-blancs-75-cl
Demi-bouteille Champagne Nicolas Feuillatte - Brut Rosé - 37.5 cl,champagnes,14.39,0.375,,,https://media.e.leclerc/3282946007306_1,https://www.e.leclerc/pro/demi-bouteille-champagne-nicolas-feuillatte-brut-rose-37-5-cl
"Champagne Louis Roederer - Brut Blanc de Blancs, 2017 - 75 cl",champagnes,89.9,0.75,13.5,887.9,https://media.e.leclerc/3114080911754_1,https://www.e.leclerc/pro/champagne-louis-roederer-brut-blanc-de-blancs-2017-75-cl
Champagne G.H. Martel Victoire - Demi-sec - 75 cl,champagnes,25.5,0.75,,,https://fgellaobb.filerobot.com/3292050134072_1,https://www.e.leclerc/pro/champagne-g-h-martel-victoire-demi-sec-75-cl
Champagne Charles de Cazanove Tradition Père & Fils - Brut - 75 cl,champagnes,21.13,0.75,,,https://fgellaobb.filerobot.com/3323860101326_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-tradition-pere-fils-brut-75-cl
Champagne P. Louis Martin - Brut - 75 cl,champagnes,22.99,0.75,,,https://media.e.leclerc/3292059900029_1,https://www.e.leclerc/pro/champagne-p-louis-martin-brut-75-cl
Champagne G.H. Martel - Extra-Brut - 75 cl,champagnes,21.9,0.75,,,https://fgellaobb.filerobot.com/3292050133891_1,https://www.e.leclerc/pro/champagne-g-h-martel-extra-brut-75-cl
Champagne Tsarine - Demi-sec - 75 cl,champagnes,26.9,0.75,,,https://media.e.leclerc/3416185012627_1,https://www.e.leclerc/pro/champagne-tsarine-demi-sec-75-cl
Champagne Nicolas Feuillatte - Brut Rosé - 75 cl,champagnes,31.9,0.75,,,https://media.e.leclerc/3282946047487_1,https://www.e.leclerc/pro/champagne-nicolas-feuillatte-brut-rose-75-cl
Champagne Ayala Brut Majeur - Brut - 75 cl,champagnes,35.9,0.75,,,https://media.e.leclerc/3113841001000_1,https://www.e.leclerc/pro/champagne-ayala-brut-majeur-brut-75-cl
Demi-bouteille Champagne Veuve Clicquot - Brut - 37.5 cl,champagnes,27.65,0.375,,,https://fgellaobb.filerobot.com/3049610004203_1,https://www.e.leclerc/pro/demi-bouteille-champagne-veuve-clicquot-brut-37-5-cl
Champagne Lallier - Brut - 75 cl,champagnes,35.9,0.75,,,https://media.e.leclerc/3554569240133_1,https://www.e.leclerc/pro/champagne-lallier-brut-75-cl
Champagne Montaudon BIO - Brut - 75 cl,champagnes,37.9,0.75,,,https://media.e.leclerc/3287210007433_1,https://www.e.leclerc/pro/champagne-montaudon-bio-brut-75-cl
Champagne Billecart Salmon - Brut Rosé - 75 cl,champagnes,73.9,0.75,,,https://media.e.leclerc/3292146922002_1,https://www.e.leclerc/pro/champagne-billecart-salmon-brut-rose-75-cl
"Champagne Dom Perignon Vintage - Brut, 2015 - 75 cl",champagnes,214.9,0.75,12.5,2292.27,https://media.e.leclerc/3185370786314_1,https://www.e.leclerc/pro/champagne-dom-perignon-vintage-brut-2015-75-cl
"Champagne Charles Leprince - Brut, 2013 - 75 cl",champagnes,24.3,0.75,12.5,259.2,https://media.e.leclerc/3463001001174_1,https://www.e.leclerc/pro/champagne-charles-leprince-brut-2013-75-cl
Champagne Tsarine Rosé - Brut Rosé - 75 cl,champagnes,30.86,0.75,,,https://media.e.leclerc/3416180018419_1,https://www.e.leclerc/pro/champagne-tsarine-rose-brut-rose-75-cl
Magnum Champagne Canard-Duchêne - Brut Rosé - 1.5 L,champagnes,65.9,1.5,,,https://media.e.leclerc/3113934004208_1,https://www.e.leclerc/pro/magnum-champagne-canard-duchene-brut-rose-1-5-l
Champagne G.H. Martel - Zéro dosage - 75 cl,champagnes,23.8,0.75,,,https://media.e.leclerc/3292050134232_1,https://www.e.leclerc/pro/champagne-g-h-martel-zero-dosage-75-cl
Demi-bouteille - Champagne Tsarine Cuvée Premium - Brut - 37.5 cl,champagnes,17.9,0.375,,,https://media.e.leclerc/3416180011120_1,https://www.e.leclerc/pro/demi-bouteille-champagne-tsarine-cuvee-premium-brut-37-5-cl
Champagne Pommery Demi-sec 75 cl - Idéal pour accompagner vos desserts,champagnes,39.82,0.75,12.5,424.75,https://media.e.leclerc/3352373001311_1,https://www.e.leclerc/pro/champagne-pommery-demi-sec-75-cl-ideal-pour-accompagner-vos-desserts
Champagne Charles de Cazanove Tradition Père & Fils - Brut Blanc de Blancs - 75 cl,champagnes,22.9,0.75,,,https://media.e.leclerc/3323860133839_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-tradition-pere-fils-brut-blanc-de-blancs-75-cl
Champagne Drappier - Brut Blanc de Blancs - 75 cl,champagnes,43.0,0.75,12.5,458.67,https://media.e.leclerc/3469380630516_1,https://www.e.leclerc/pro/champagne-drappier-brut-blanc-de-blancs-75-cl
"Champagne Canard-Duchêne - Brut, 2015 - 75 cl",champagnes,28.9,0.75,,,https://media.e.leclerc/3701439606098_1,https://www.e.leclerc/pro/champagne-canard-duchene-brut-2015-75-cl
Magnum Champagne Pommery - Brut - 1.5 L,champagnes,81.9,1.5,12.5,436.8,https://fgellaobb.filerobot.com/3352379006358_1,https://www.e.leclerc/pro/magnum-champagne-pommery-brut-1-5-l
Demi-bouteille - Champagne Vranken Demoiselle - Brut Rosé - 37.5 cl,champagnes,19.9,0.375,12.5,424.53,https://fgellaobb.filerobot.com/3253950050473_1,https://www.e.leclerc/pro/demi-bouteille-champagne-vranken-demoiselle-brut-rose-37-5-cl
Champagne Gaston Dericbourg Perles de Rose - Brut Rosé - 75 cl,champagnes,21.94,0.75,12.5,234.03,https://media.e.leclerc/3760064080352_1,https://www.e.leclerc/pro/champagne-gaston-dericbourg-perles-de-rose-brut-rose-75-cl
Champagne Taittinger Prestige - Brut - 75 cl,champagnes,51.0,0.75,,,https://media.e.leclerc/3016570002150_1,https://www.e.leclerc/pro/champagne-taittinger-prestige-brut-75-cl
Champagne Jacquart - Demi-sec - 75 cl,champagnes,26.5,0.75,12.5,282.67,https://media.e.leclerc/3700252000366_1,https://www.e.leclerc/pro/champagne-jacquart-demi-sec-75-cl
Champagne Alfred Rothschild & Cie - Brut Blanc de Blancs - 75 cl,champagnes,29.19,0.75,12.5,311.36,https://media.e.leclerc/3113916240273_1,https://www.e.leclerc/pro/champagne-alfred-rothschild-cie-brut-blanc-de-blancs-75-cl
Magnum Champagne Lanson Le Black Label - Brut - 1.5 L,champagnes,83.0,1.5,12.5,442.67,https://media.e.leclerc/3029440007728_1,https://www.e.leclerc/pro/magnum-champagne-lanson-le-black-label-brut-1-5-l
Champagne Lanson - Demi-sec - 75 cl,champagnes,30.93,0.75,12.5,329.92,https://media.e.leclerc/3029440007803_1,https://www.e.leclerc/pro/champagne-lanson-demi-sec-75-cl
Magnum Champagne Alfred Rothschild & Cie - Brut - 1.5 L,champagnes,47.84,1.5,12.5,255.15,https://media.e.leclerc/3113910412010_1,https://www.e.leclerc/pro/magnum-champagne-alfred-rothschild-cie-brut-1-5-l
Magnum Champagne Charles de Cazanove - Brut - 1.5 L,champagnes,39.9,1.5,,,https://media.e.leclerc/3323860101333_1,https://www.e.leclerc/pro/magnum-champagne-charles-de-cazanove-brut-1-5-l
Champagne Billecart Salmon - Brut - 75 cl,champagnes,74.9,0.75,,,https://media.e.leclerc/2030009532095_1,https://www.e.leclerc/pro/champagne-billecart-salmon-brut-75-cl
Magnum Champagne Canard-Duchêne Charles VII - Brut - 1.5 L,champagnes,70.93,1.5,,,https://media.e.leclerc/3113934003720_1,https://www.e.leclerc/pro/magnum-champagne-canard-duchene-charles-vii-brut-1-5-l
Champagne Deutz - Brut Rosé - 75 cl,champagnes,59.0,0.75,,,https://media.e.leclerc/3359950180551_1,https://www.e.leclerc/pro/champagne-deutz-brut-rose-75-cl
"Champagne Louis Roederer Vintage - Brut, 2016 - 75 cl",champagnes,84.0,0.75,13.5,829.63,https://media.e.leclerc/3114080511657_1,https://www.e.leclerc/pro/champagne-louis-roederer-vintage-brut-2016-75-cl
Champagne Lanson Le Rosé - Brut Rosé - 75 cl,champagnes,39.9,0.75,12.5,425.6,https://fgellaobb.filerobot.com/3029440008602_1,https://www.e.leclerc/pro/champagne-lanson-le-rose-brut-rose-75-cl
Champagne Charles de Cazanove - Brut Blanc de Noirs - 75 cl,champagnes,33.9,0.75,,,https://media.e.leclerc/3323860136700_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-brut-blanc-de-noirs-75-cl
"Magnum Champagne Canard-Duchêne Cuvée V - Brut, 2010 - 1.5 L",champagnes,90.9,1.5,,,https://media.e.leclerc/3113934004673_1,https://www.e.leclerc/pro/magnum-champagne-canard-duchene-cuvee-v-brut-2010-1-5-l
Champagne Canard-Duchêne Arborescence - Brut - 75 cl,champagnes,28.5,0.75,,,https://media.e.leclerc/3113934005663_1,https://www.e.leclerc/pro/champagne-canard-duchene-arborescence-brut-75-cl
Champagne Chanoine Frères - Brut Blanc de Blancs - 75 cl,champagnes,,0.75,,,https://media.e.leclerc/3416180017504_1,https://www.e.leclerc/pro/champagne-chanoine-freres-brut-blanc-de-blancs-75-cl
Champagne Deutz - Brut Rosé - 75 cl,champagnes,59.0,0.75,,,https://media.e.leclerc/3359950052001_1,https://www.e.leclerc/pro/champagne-deutz-brut-rose-75-cl
Magnum Champagne G.H. Martel Prestige - Brut - 1.5 L,champagnes,42.9,1.5,,,https://fgellaobb.filerobot.com/3292050101036_1,https://www.e.leclerc/pro/magnum-champagne-g-h-martel-prestige-brut-1-5-l
Champagne Besserat de Bellefon - Brut Blanc de Blancs - 75 cl,champagnes,53.95,0.75,,,https://media.e.leclerc/3507400004173_1,https://www.e.leclerc/pro/champagne-besserat-de-bellefon-brut-blanc-de-blancs-75-cl
"Champagne Tsarine - Brut, 2018 - 75 cl",champagnes,36.85,0.75,,,https://media.e.leclerc/3416180142367_1,https://www.e.leclerc/pro/champagne-tsarine-brut-2018-75-cl
Champagne Vranken - Brut Rosé - 75 cl,champagnes,27.8,0.75,12.5,296.53,https://media.e.leclerc/3253951000422_1,https://www.e.leclerc/pro/champagne-vranken-brut-rose-75-cl
Magnum Champagne Deutz - Brut - 1.5L,champagnes,81.2,1.5,,,https://media.e.leclerc/3359950182708_1,https://www.e.leclerc/pro/magnum-champagne-deutz-brut-1-5l
Champagne Pommery - Brut Blanc de Blancs - 75 cl,champagnes,44.9,0.75,12.5,478.93,https://media.e.leclerc/3352373001106_1,https://www.e.leclerc/pro/champagne-pommery-brut-blanc-de-blancs-75-cl
Champagne Charles de Cazanove Brut Nature - Brut - 75 cl,champagnes,22.9,0.75,,,https://media.e.leclerc/3323860133846_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-brut-nature-brut-75-cl
Champagne Besserat de Bellefon - Brut Rosé - 75 cl,champagnes,46.5,0.75,12.5,496.0,https://media.e.leclerc/3507400004036_1,https://www.e.leclerc/pro/champagne-besserat-de-bellefon-brut-rose-75-cl
Demi-bouteille Champagne Canard-Duchêne - Brut Rosé - 37.5 cl,champagnes,16.9,0.375,,,https://media.e.leclerc/3113934004185_1,https://www.e.leclerc/pro/demi-bouteille-champagne-canard-duchene-brut-rose-37-5-cl
Champagne georges_cartier - Brut - 75 cl,champagnes,18.5,0.75,12.5,197.33,https://media.e.leclerc/3760197916054_1,https://www.e.leclerc/pro/champagne-georges_cartier-brut-75-cl
"Champagne Mumm - Brut, 2016 - 75 cl",champagnes,37.95,0.75,12.5,404.8,https://media.e.leclerc/3701439606364_1,https://www.e.leclerc/pro/champagne-mumm-brut-2016-75-cl
"Champagne Victoire - Brut, 2017 - 75 cl",champagnes,59.5,0.75,,,https://media.e.leclerc/3292051032032_1,https://www.e.leclerc/pro/champagne-victoire-brut-2017-75-cl
"Champagne Gosset - Brut, 2015 - 75 cl",champagnes,77.15,0.75,12.5,822.93,https://media.e.leclerc/3353211059167_1,https://www.e.leclerc/pro/champagne-gosset-brut-2015-75-cl
Champagne Moët & Chandon - Brut - 75 cl,champagnes,,0.75,,,https://media.e.leclerc/3185370763957_1,https://www.e.leclerc/pro/champagne-moet-chandon-brut-75-cl
Champagne Charles de Cazanove Réserve - Tête de Cuvée - Demi-sec - 75 cl,champagnes,19.9,0.75,,,https://media.e.leclerc/3323860132573_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-reserve-tete-de-cuvee-demi-sec-75-cl
Champagne Chanoine Frères - Brut Rosé - 75 cl,champagnes,28.9,0.75,,,https://media.e.leclerc/3416180014534_1,https://www.e.leclerc/pro/champagne-chanoine-freres-brut-rose-75-cl
"Champagne Alfred Rothschild & Cie Excellence millésimé - Brut, 2018 - 75 cl",champagnes,27.6,0.75,12.5,294.4,https://media.e.leclerc/3113910313010_1,https://www.e.leclerc/pro/champagne-alfred-rothschild-cie-excellence-millesime-brut-2018-75-cl
Champagne Billecart Salmon - Brut - 75 cl,champagnes,53.5,0.75,,,https://media.e.leclerc/2030009532101_1,https://www.e.leclerc/pro/champagne-billecart-salmon-brut-75-cl
"Champagne Charles de Cazanove - Brut, 2009 - 75 cl",champagnes,59.5,0.75,,,https://media.e.leclerc/3323860134614_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-brut-2009-75-cl
"Champagne Canard-Duchêne - Brut, 2018 - 75 cl",champagnes,26.9,0.75,,,https://media.e.leclerc/3113934001603_1,https://www.e.leclerc/pro/champagne-canard-duchene-brut-2018-75-cl
Champagne Alfred Rothschild & Cie Cuvée rosé - Brut Rosé - 75 cl,champagnes,27.43,0.75,12.5,292.59,https://media.e.leclerc/3113910314017_1,https://www.e.leclerc/pro/champagne-alfred-rothschild-cie-cuvee-rose-brut-rose-75-cl
Demi-bouteille - Champagne Pommery Royal - Brut - 37.5 cl,champagnes,23.99,0.375,12.5,511.79,https://media.e.leclerc/3352370024443_1,https://www.e.leclerc/pro/demi-bouteille-champagne-pommery-royal-brut-37-5-cl
Champagne Pommery - Brut Rosé - 75 cl,champagnes,41.9,0.75,12.5,446.93,https://fgellaobb.filerobot.com/3352379006426_1,https://www.e.leclerc/pro/champagne-pommery-brut-rose-75-cl
Champagne Charles Heidsieck - Brut Blanc de Blancs - 75 cl,champagnes,59.9,0.75,,,https://media.e.leclerc/3037900005085_1,https://www.e.leclerc/pro/champagne-charles-heidsieck-brut-blanc-de-blancs-75-cl
Magnum Champagne Tsarine - Brut - 1.5 L,champagnes,69.26,1.5,,,https://media.e.leclerc/3416180019232_1,https://www.e.leclerc/pro/magnum-champagne-tsarine-brut-1-5-l
Demi-bouteille - Champagne Demoiselle - Brut - 37.5 cl,champagnes,19.91,0.375,12.5,424.75,https://media.e.leclerc/3253950000942_1,https://www.e.leclerc/pro/demi-bouteille-champagne-demoiselle-brut-37-5-cl
"Magnum Champagne Canard-Duchêne - Brut, 2015 - 1.5 L",champagnes,74.5,1.5,,,https://media.e.leclerc/3113934003584_1,https://www.e.leclerc/pro/magnum-champagne-canard-duchene-brut-2015-1-5-l
Champagne Vranken Grande Réserve - Brut - 75 cl,champagnes,25.46,0.75,12.5,271.57,https://fgellaobb.filerobot.com/3253950000843_1,https://www.e.leclerc/pro/champagne-vranken-grande-reserve-brut-75-cl
Champagne Charles Orban - Brut - 75 cl,champagnes,20.21,0.75,,,https://media.e.leclerc/3292050101029_1,https://www.e.leclerc/pro/champagne-charles-orban-brut-75-cl
Champagne Canard-Duchêne Cuvée Charles VII - Brut - 75 cl,champagnes,31.9,0.75,,,https://media.e.leclerc/3113934000538_1,https://www.e.leclerc/pro/champagne-canard-duchene-cuvee-charles-vii-brut-75-cl
Demi-bouteille - Champagne de Castellane - Brut - 37.5 cl,champagnes,13.3,0.375,,,https://media.e.leclerc/3113870000043_1,https://www.e.leclerc/pro/demi-bouteille-champagne-de-castellane-brut-37-5-cl
Champagne Gosset - Brut - 75 cl,champagnes,38.5,0.75,,,https://media.e.leclerc/3353211019994_1,https://www.e.leclerc/pro/champagne-gosset-brut-75-cl
Champagne Henriot Souverain - Brut - 75 cl,champagnes,44.0,0.75,,,https://fgellaobb.filerobot.com/3284890114109_1,https://www.e.leclerc/pro/champagne-henriot-souverain-brut-75-cl
Champagne Besserat de Bellefon - Extra Brut - 75 cl,champagnes,44.5,0.75,12.5,474.67,https://media.e.leclerc/3507401000310_1,https://www.e.leclerc/pro/champagne-besserat-de-bellefon-extra-brut-75-cl
Champagne Vranken - Brut - 75 cl,champagnes,25.46,0.75,12.5,271.57,https://media.e.leclerc/3253950001055_1,https://www.e.leclerc/pro/champagne-vranken-brut-75-cl
"Champagne Philipponnat - Brut Blanc de Noirs, 2019 - 75 cl",champagnes,75.51,0.75,12.5,805.44,https://media.e.leclerc/3760347082318_1,https://www.e.leclerc/pro/champagne-philipponnat-brut-blanc-de-noirs-2019-75-cl
Champagne Vranken - Brut - 75 cl,champagnes,33.99,0.75,12.5,362.56,https://fgellaobb.filerobot.com/3253950000546_1,https://www.e.leclerc/pro/champagne-vranken-brut-75-cl
Champagne Mercier - Brut Rosé - 75 cl,champagnes,27.5,0.75,,,https://fgellaobb.filerobot.com/3185370002476_1,https://www.e.leclerc/pro/champagne-mercier-brut-rose-75-cl
Champagne Charles de Cazanove - Brut Blanc de Noirs - 75 cl,champagnes,29.31,0.75,,,https://fgellaobb.filerobot.com/3323860136052_1,https://www.e.leclerc/pro/champagne-charles-de-cazanove-brut-blanc-de-noirs-75-cl
"Champagne Louis Roederer - Brut Rosé, 2017 - 75 cl",champagnes,79.0,0.75,,,https://media.e.leclerc/3760143475109_1,https://www.e.leclerc/pro/champagne-louis-roederer-brut-rose-2017-75-cl
Champagne G.H. Martel - Brut Blanc de Blancs - 75 cl,champagnes,29.9,0.75,,,https://media.e.leclerc/3292050105027_1,https://www.e.leclerc/pro/champagne-g-h-martel-brut-blanc-de-blancs-75-cl
Champagne Canard-Duchêne Réserve - Brut - 75 cl,champagnes,25.99,0.75,,,https://media.e.leclerc/3113934002273_1,https://www.e.leclerc/pro/champagne-canard-duchene-reserve-brut-75-cl
Champagne Canard-Duchêne Premier Cru - Brut - 75 cl,champagnes,28.5,0.75,,,https://fgellaobb.filerobot.com/3113934003690_1,https://www.e.leclerc/pro/champagne-canard-duchene-premier-cru-brut-75-cl
Champagne Chanoine Frères - Brut - 75 cl,champagnes,22.62,0.75,,,https://fgellaobb.filerobot.com/3416180014305_1,https://www.e.leclerc/pro/champagne-chanoine-freres-brut-75-cl
Champagne G.H. Martel - Brut - 75 cl,champagnes,23.06,0.75,,,https://media.e.leclerc/3292050130388_1,https://www.e.leclerc/pro/champagne-g-h-martel-brut-75-cl
Champagne Malard - Demi-sec - 75 cl,champagnes,26.99,0.75,,,https://media.e.leclerc/3760197910632_1,https://www.e.leclerc/pro/champagne-malard-demi-sec-75-cl
Magnum Champagne G.H. Martel - Brut Rosé - 150 cl,champagnes,74.5,1.5,,,https://media.e.leclerc/3292050132436_1,https://www.e.leclerc/pro/magnum-champagne-g-h-martel-brut-rose-150-cl
"Champagne Bollinger Grande Année - Brut, 2014 - 75 cl",champagnes,145.0,0.75,12.5,1546.67,https://media.e.leclerc/3052853084215_1,https://www.e.leclerc/pro/champagne-bollinger-grande-annee-brut-2014-75-cl
"Champagne Louis Roederer Cristal - Brut, 2016 - 75 cl",champagnes,280.0,0.75,12.5,2986.67,https://media.e.leclerc/3114080721650_1,https://www.e.leclerc/pro/champagne-louis-roederer-cristal-brut-2016-75-cl
"Champagne Deutz Amour - Brut, 2011 - 75 cl",champagnes,165.0,0.75,,,https://media.e.leclerc/3359950099006_1,https://www.e.leclerc/pro/champagne-deutz-amour-brut-2011-75-cl
Champagne Gosset,champagnes,115.0,1.5,,,https://media.e.leclerc/3353212016633_1,https://www.e.leclerc/pro/champagne-gosset
Champagne Lanson Label - Brut Rosé - 75 cl,champagnes,41.09,0.75,12.5,438.29,https://media.e.leclerc/3029440007766_1,https://www.e.leclerc/pro/champagne-lanson-label-brut-rose-75-cl
Champagne Leclerc Daniel - Brut - 75 cl,champagnes,24.5,0.75,,,https://media.e.leclerc/3770024402001_1,https://www.e.leclerc/pro/champagne-leclerc-daniel-brut-75-cl
Champagne Palmer - Brut - 75 cl,champagnes,42.78,0.75,,,https://media.e.leclerc/3446281100034_1,https://www.e.leclerc/pro/champagne-palmer-brut-75-cl
Champagne G.H. Martel - Brut - 75 cl,champagnes,25.68,0.75,,,https://fgellaobb.filerobot.com/3292050102026_1,https://www.e.leclerc/pro/champagne-g-h-martel-brut-75-cl
Champagne Pommery Royal - Brut - 75 cl,champagnes,36.36,0.75,12.5,387.84,https://fgellaobb.filerobot.com/3352370002823_1,https://www.e.leclerc/pro/champagne-pommery-royal-brut-75-cl
Champagne G.H. Martel - Demi-sec - 75 cl,champagnes,20.56,0.75,,,https://media.e.leclerc/3292050103023_1,https://www.e.leclerc/pro/champagne-g-h-martel-demi-sec-75-cl
Champagne Moët & Chandon - Demi-sec - 75 cl,champagnes,49.1,0.75,12.5,523.73,https://media.e.leclerc/3185370773017_1,https://www.e.leclerc/pro/champagne-moet-chandon-demi-sec-75-cl
Champagne Stanislas Bonafé - Brut - 75 cl,champagnes,27.5,0.75,12.5,293.33,https://media.e.leclerc/3770017301410_1,https://www.e.leclerc/pro/champagne-stanislas-bonafe-brut-75-cl
Champagne Laurent Perrier - Brut Rosé - 75 cl,champagnes,58.9,0.75,,,https://fgellaobb.filerobot.com/3258438000001_1,https://www.e.leclerc/pro/champagne-laurent-perrier-brut-rose-75-cl
"Champagne Piper Heidsieck - Brut, 2015 - 75 cl",champagnes,48.84,0.75,,,https://media.e.leclerc/3018333015483_1,https://www.e.leclerc/pro/champagne-piper-heidsieck-brut-2015-75-cl
"Champagne Taittinger - Brut Blanc de Blancs, 2013 - 75 cl",champagnes,199.0,0.75,,,https://media.e.leclerc/3016570001429_1,https://www.e.leclerc/pro/champagne-taittinger-brut-blanc-de-blancs-2013-75-cl
Champagne Nicolas Feuillatte - Brut - 75 cl,champagnes,42.25,0.75,,,https://media.e.leclerc/3282946039437_1,https://www.e.leclerc/pro/champagne-nicolas-feuillatte-brut-75-cl
Champagne Canard-Duchêne Edition Limitée Pangea - Brut - 75 cl,champagnes,28.9,0.75,,,https://media.e.leclerc/3113934005847_1,https://www.e.leclerc/pro/champagne-canard-duchene-edition-limitee-pangea-brut-75-cl
