nom,categorie,prix_eur,volume_L,degre_pct,ratio,image,url
"Bouchard Aîné & Fils, 2022 - Vougeot 1er Cru AOP - Rouge - 75 cl",vins-rouges,106.49,0.75,13.5,1051.75,https://media.e.leclerc/3340180011920_1,https://www.e.leclerc/pro/bouchard-aine-fils-2022-vougeot-1er-cru-aop-rouge-75-cl
"M. Chapoutier - Les Grands Merisiers, 2020 - Châteauneuf-du-Pape AOP - Rouge - 75 cl",vins-rouges,32.0,0.75,14.5,294.25,https://media.e.leclerc/3391184190050_1,https://www.e.leclerc/pro/m-chapoutier-les-grands-merisiers-2020-chateauneuf-du-pape-aop-rouge-75-cl
"Château Ormes De Pez, 2023 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,24.25,0.75,13.5,239.51,https://media.e.leclerc/3760020123680_1,https://www.e.leclerc/pro/chateau-ormes-de-pez-2023-saint-estephe-aop-rouge-75-cl
"Domaine Pradelle ""Le Mas"", 2023 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,14.95,0.75,13.5,147.65,https://media.e.leclerc/3584510206185_1,https://www.e.leclerc/pro/domaine-pradelle-le-mas-2023-saint-joseph-aop-rouge-75-cl
"Château Phélan Ségur, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,50.35,0.75,,,https://fgellaobb.filerobot.com/3760293120560_1,https://www.e.leclerc/pro/chateau-phelan-segur-2022-saint-estephe-aop-rouge-75-cl
"Famille Raymond - Nos Racines BIO, 2023 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.39,0.75,14.5,58.76,https://media.e.leclerc/3760077984272_1,https://www.e.leclerc/pro/famille-raymond-nos-racines-bio-2023-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Château d'Agassac, 2023 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,19.5,0.75,,,https://media.e.leclerc/3760142051236_1,https://www.e.leclerc/pro/chateau-d-agassac-2023-haut-medoc-aop-rouge-75-cl
"Le Clarence de Haut Brion, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,178.8,0.75,14.5,1644.14,https://fgellaobb.filerobot.com/3701581901539_1,https://www.e.leclerc/pro/le-clarence-de-haut-brion-2022-pessac-leognan-aop-rouge-75-cl
"Jean-Paul Brun Sur le Haut des Arpents, 2023 - Beaujolais AOP - Rouge - 75 cl",vins-rouges,8.5,0.75,12.5,90.67,https://media.e.leclerc/3424560520001_1,https://www.e.leclerc/pro/jean-paul-brun-sur-le-haut-des-arpents-2023-beaujolais-aop-rouge-75-cl
"Gérard Bertrand Réserve, 2022 - Minervois AOP - Rouge - 75 cl",vins-rouges,8.5,0.75,14.5,78.16,https://fgellaobb.filerobot.com/3514123111064_1,https://www.e.leclerc/pro/gerard-bertrand-reserve-2022-minervois-aop-rouge-75-cl
"Alain Graillot, 2021 - Crozes-Hermitage AOP - Rouge - 75 cl",vins-rouges,29.5,0.75,,,https://media.e.leclerc/3701439606104_1,https://www.e.leclerc/pro/alain-graillot-2021-crozes-hermitage-aop-rouge-75-cl
"Château Pavie, 2022 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,402.0,0.75,14.5,3696.55,https://fgellaobb.filerobot.com/3284399450616_1,https://www.e.leclerc/pro/chateau-pavie-2022-saint-emilion-grand-cru-aop-rouge-75-cl
"Bonpas, 2024 - Côtes du Rhône AOP - Rouge - 75 cl",vins-rouges,5.25,0.75,14.5,48.28,https://media.e.leclerc/3260980028440_1,https://www.e.leclerc/pro/bonpas-2024-cotes-du-rhone-aop-rouge-75-cl
"Château Camplazens Antica, 2023 - La Clape AOP - Rouge - 75 cl",vins-rouges,11.9,0.75,,,https://fgellaobb.filerobot.com/3760067250448_1,https://www.e.leclerc/pro/chateau-camplazens-antica-2023-la-clape-aop-rouge-75-cl
"Magnum Château Labatut Grande Réserve, 2020 - Bordeaux Supérieur AOP - Rouge - 1.5 L",vins-rouges,13.56,1.5,14.5,62.34,https://media.e.leclerc/3330690003072_1,https://www.e.leclerc/pro/magnum-chateau-labatut-grande-reserve-2020-bordeaux-superieur-aop-rouge-1-5-l
"Domaine des Marrans Aux Côtes, 2023 - Chiroubles AOP - Rouge - 75 cl",vins-rouges,16.5,0.75,,,https://media.e.leclerc/3569618707000_1,https://www.e.leclerc/pro/domaine-des-marrans-aux-cotes-2023-chiroubles-aop-rouge-75-cl
"Romain Duvernay, 2020 - Vacqueyras AOP - Rouge -  75 cl",vins-rouges,13.0,0.75,14.5,119.54,https://media.e.leclerc/3760256772232_1,https://www.e.leclerc/pro/romain-duvernay-2020-vacqueyras-aop-rouge-75-cl
"Romain Duvernay BIO, 2018 - Côtes du Rhône Suze la Rousse AOP - Rouge -  75 cl",vins-rouges,8.3,0.75,14.5,76.32,https://fgellaobb.filerobot.com/3760256771440_1,https://www.e.leclerc/pro/romain-duvernay-bio-2018-cotes-du-rhone-suze-la-rousse-aop-rouge-75-cl
"Château Bouscaut, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,30.0,0.75,,,https://media.e.leclerc/3284399450104_1,https://www.e.leclerc/pro/chateau-bouscaut-2022-pessac-leognan-aop-rouge-75-cl
"Château de Sales, 2022 - Pomerol AOP - Rouge - 75 cl",vins-rouges,29.0,0.75,14.5,266.67,https://media.e.leclerc/3700063501328_1,https://www.e.leclerc/pro/chateau-de-sales-2022-pomerol-aop-rouge-75-cl
"Château Citran, 2022 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,17.95,0.75,,,https://media.e.leclerc/3760085570672_1,https://www.e.leclerc/pro/chateau-citran-2022-haut-medoc-aop-rouge-75-cl
"Louis Guillaume, 2023 - Maranges AOP - Rouge - 75 cl",vins-rouges,16.45,0.75,13.5,162.47,https://media.e.leclerc/3760297710088_1,https://www.e.leclerc/pro/louis-guillaume-2023-maranges-aop-rouge-75-cl
"Domaine Kohut  Les Genelières, 2021 - Marsannay AOP - Rouge - 75 cl",vins-rouges,20.99,0.75,,,https://media.e.leclerc/3700558824970_1,https://www.e.leclerc/pro/domaine-kohut-les-genelieres-2021-marsannay-aop-rouge-75-cl
"Bouchard Aîné & Fils, 2022 - Vougeot 1er Cru AOP - Rouge - 75 cl",vins-rouges,106.49,0.75,13.5,1051.75,https://media.e.leclerc/3340180011920_1,https://www.e.leclerc/pro/bouchard-aine-fils-2022-vougeot-1er-cru-aop-rouge-75-cl
"M. Chapoutier - Les Grands Merisiers, 2020 - Châteauneuf-du-Pape AOP - Rouge - 75 cl",vins-rouges,32.0,0.75,14.5,294.25,https://media.e.leclerc/3391184190050_1,https://www.e.leclerc/pro/m-chapoutier-les-grands-merisiers-2020-chateauneuf-du-pape-aop-rouge-75-cl
"Château Ormes De Pez, 2023 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,24.25,0.75,13.5,239.51,https://media.e.leclerc/3760020123680_1,https://www.e.leclerc/pro/chateau-ormes-de-pez-2023-saint-estephe-aop-rouge-75-cl
"Château Phélan Ségur, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,50.35,0.75,,,https://fgellaobb.filerobot.com/3760293120560_1,https://www.e.leclerc/pro/chateau-phelan-segur-2022-saint-estephe-aop-rouge-75-cl
"Famille Raymond - Nos Racines BIO, 2023 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.39,0.75,14.5,58.76,https://media.e.leclerc/3760077984272_1,https://www.e.leclerc/pro/famille-raymond-nos-racines-bio-2023-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Le Clarence de Haut Brion, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,178.8,0.75,14.5,1644.14,https://fgellaobb.filerobot.com/3701581901539_1,https://www.e.leclerc/pro/le-clarence-de-haut-brion-2022-pessac-leognan-aop-rouge-75-cl
"Château Duhart-Milon, 2023 - Pauillac AOP - Rouge - 75 cl",vins-rouges,85.0,0.75,,,https://media.e.leclerc/3296341023106_1,https://www.e.leclerc/pro/chateau-duhart-milon-2023-pauillac-aop-rouge-75-cl
"Grand Caractère Mommessin, 2023 - Beaujolais villages AOP - Rouge - 75 cl",vins-rouges,8.95,0.75,,,https://media.e.leclerc/3264380083771_1,https://www.e.leclerc/pro/grand-caractere-mommessin-2023-beaujolais-villages-aop-rouge-75-cl
"Château Clauzet, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,18.39,0.75,,,https://media.e.leclerc/3760229261107_1,https://www.e.leclerc/pro/chateau-clauzet-2022-saint-estephe-aop-rouge-75-cl
Bleu de Mer - Pays d'Oc IGP - Rouge - Bag in Box - 3 L,vins-rouges,15.9,3.0,13.5,39.26,https://fgellaobb.filerobot.com/3760127873730_1,https://www.e.leclerc/pro/bleu-de-mer-pays-d-oc-igp-rouge-bag-in-box-3-l
"Couronne de Belgrave, 2018 - Haut-Médoc AOC - Rouge -  75 cl",vins-rouges,16.9,0.75,,,https://fgellaobb.filerobot.com/3258691635675_1,https://www.e.leclerc/pro/couronne-de-belgrave-2018-haut-medoc-aoc-rouge-75-cl
"Les Hauts de Parnay, 2024 - Saumur-Champigny AOP - Rouge - 75 cl",vins-rouges,8.95,0.75,12.5,95.47,https://media.e.leclerc/3760169580016_1,https://www.e.leclerc/pro/les-hauts-de-parnay-2024-saumur-champigny-aop-rouge-75-cl
"Château Latour Martillac, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,,0.75,14.5,,https://media.e.leclerc/3508691000226_1,https://www.e.leclerc/pro/chateau-latour-martillac-2022-pessac-leognan-aop-rouge-75-cl
"Esprit de Chevalier, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,30.9,0.75,13.5,305.19,https://media.e.leclerc/3760290645608_1,https://www.e.leclerc/pro/esprit-de-chevalier-2022-pessac-leognan-aop-rouge-75-cl
"Chateau Cos d'Estournel, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,258.0,0.75,,,https://media.e.leclerc/3339012211010_1,https://www.e.leclerc/pro/chateau-cos-d-estournel-2022-saint-estephe-aop-rouge-75-cl
"Liane Les Pentes Douces, 2024 - Saumur-Champigny AOP - Rouge - 75 cl",vins-rouges,6.35,0.75,,,https://media.e.leclerc/3760184684379_1,https://www.e.leclerc/pro/liane-les-pentes-douces-2024-saumur-champigny-aop-rouge-75-cl
"Le Clarence De Haut-Brion, 2023 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,137.5,0.75,,,https://media.e.leclerc/3701581902420_1,https://www.e.leclerc/pro/le-clarence-de-haut-brion-2023-pessac-leognan-aop-rouge-75-cl
"Château Cambon La Pelouse , 2023 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,16.6,0.75,13.5,163.95,https://media.e.leclerc/3475290000141_1,https://www.e.leclerc/pro/chateau-cambon-la-pelouse-2023-haut-medoc-aop-rouge-75-cl
"Château de Fieuzal, 2021 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,37.9,0.75,,,https://media.e.leclerc/3760145422828_1,https://www.e.leclerc/pro/chateau-de-fieuzal-2021-pessac-leognan-aop-rouge-75-cl
"Marcel de lauziere , 2021 - Vougeot 1er Cru AOP - Rouge - 75 cl",vins-rouges,97.95,0.75,,,https://media.e.leclerc/3362872855117_1,https://www.e.leclerc/pro/marcel-de-lauziere-2021-vougeot-1er-cru-aop-rouge-75-cl
"Domaine Morion, 2023 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,17.25,0.75,13.5,170.37,https://media.e.leclerc/3584513021204_1,https://www.e.leclerc/pro/domaine-morion-2023-saint-joseph-aop-rouge-75-cl
"Arnaud Aucoeur La Chapelle des Bois, 2022 - Fleurie AOP - Rouge - 75 cl",vins-rouges,7.9,0.75,13.5,78.02,https://media.e.leclerc/3760014283529_1,https://www.e.leclerc/pro/arnaud-aucoeur-la-chapelle-des-bois-2022-fleurie-aop-rouge-75-cl
"Pergolaia Caiarossa, 2019 Vin de l'union Européenne, Italie - Rouge -  75 cl",vins-rouges,23.0,0.75,,,https://media.e.leclerc/3192371139117_1,https://www.e.leclerc/pro/pergolaia-caiarossa-2019-vin-de-l-union-europeenne-italie-rouge-75-cl
"Domaines edmond de rothschild , 2022 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,15.9,0.75,,,https://media.e.leclerc/3309470011705_1,https://www.e.leclerc/pro/domaines-edmond-de-rothschild-2022-haut-medoc-aop-rouge-75-cl
"Famille Amirault-Grosbois La Croix de Saint Louis BIO, 2024 - Chinon AOP - Rouge - 75 cl",vins-rouges,9.95,0.75,,,https://media.e.leclerc/3760184680333_1,https://www.e.leclerc/pro/famille-amirault-grosbois-la-croix-de-saint-louis-bio-2024-chinon-aop-rouge-75-cl
"La Sirène de Giscours, 2021 - Margaux AOP - Rouge - 75 cl",vins-rouges,26.9,0.75,,,https://media.e.leclerc/3430430011043_1,https://www.e.leclerc/pro/la-sirene-de-giscours-2021-margaux-aop-rouge-75-cl
"Magnum Romain Duvernay, 2022 - Crozes-Hermitage AOP - Rouge - 1.5 L",vins-rouges,26.7,1.5,,,https://media.e.leclerc/3760256772683_1,https://www.e.leclerc/pro/magnum-romain-duvernay-2022-crozes-hermitage-aop-rouge-1-5-l
"Jean Paul Brun, 2024 - Fleurie AOP - Rouge - 75 cl",vins-rouges,16.95,0.75,13.5,167.41,https://media.e.leclerc/3379810126017_1,https://www.e.leclerc/pro/jean-paul-brun-2024-fleurie-aop-rouge-75-cl
"Marojallia, 2022 - Margaux AOP - Rouge - 75 cl",vins-rouges,47.0,0.75,,,https://media.e.leclerc/3701686311226_1,https://www.e.leclerc/pro/marojallia-2022-margaux-aop-rouge-75-cl
"Mouton Cadet Séléction, 2021 - Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,15.5,0.75,,,https://media.e.leclerc/3701439606081_1,https://www.e.leclerc/pro/mouton-cadet-selection-2021-cotes-de-bordeaux-aop-rouge-75-cl
"Château Grand Mayne, 2022 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,45.6,0.75,14.5,419.31,https://media.e.leclerc/3495230520720_1,https://www.e.leclerc/pro/chateau-grand-mayne-2022-saint-emilion-grand-cru-aop-rouge-75-cl
"Château Avernus, 2021 - Côtes-du-Roussillon-Villages AOP - Rouge - 75 cl",vins-rouges,8.19,0.75,,,https://media.e.leclerc/3514120108760_1,https://www.e.leclerc/pro/chateau-avernus-2021-cotes-du-roussillon-villages-aop-rouge-75-cl
"Grains de roy, 2019 - Madiran AOP - Rouge - 75 cl",vins-rouges,7.16,0.75,,,https://media.e.leclerc/3270250308424_1,https://www.e.leclerc/pro/grains-de-roy-2019-madiran-aop-rouge-75-cl
"Magnum Bergerie de l'Hortus, 2023 - Languedoc AOP - Rouge - 1.5 L",vins-rouges,35.0,1.5,,,https://media.e.leclerc/3760016292154_1,https://www.e.leclerc/pro/magnum-bergerie-de-l-hortus-2023-languedoc-aop-rouge-1-5-l
"Domaine des Marrans Aux Côtes, 2023 - Chiroubles AOP - Rouge - 75 cl",vins-rouges,16.5,0.75,,,https://media.e.leclerc/3569618707000_1,https://www.e.leclerc/pro/domaine-des-marrans-aux-cotes-2023-chiroubles-aop-rouge-75-cl
"Romain Duvernay, 2020 - Vacqueyras AOP - Rouge -  75 cl",vins-rouges,13.0,0.75,14.5,119.54,https://media.e.leclerc/3760256772232_1,https://www.e.leclerc/pro/romain-duvernay-2020-vacqueyras-aop-rouge-75-cl
"Romain Duvernay BIO, 2018 - Côtes du Rhône Suze la Rousse AOP - Rouge -  75 cl",vins-rouges,8.3,0.75,14.5,76.32,https://fgellaobb.filerobot.com/3760256771440_1,https://www.e.leclerc/pro/romain-duvernay-bio-2018-cotes-du-rhone-suze-la-rousse-aop-rouge-75-cl
"Château Bouscaut, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,30.0,0.75,,,https://media.e.leclerc/3284399450104_1,https://www.e.leclerc/pro/chateau-bouscaut-2022-pessac-leognan-aop-rouge-75-cl
"Château de Sales, 2022 - Pomerol AOP - Rouge - 75 cl",vins-rouges,29.0,0.75,14.5,266.67,https://media.e.leclerc/3700063501328_1,https://www.e.leclerc/pro/chateau-de-sales-2022-pomerol-aop-rouge-75-cl
"Château Citran, 2022 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,17.95,0.75,,,https://media.e.leclerc/3760085570672_1,https://www.e.leclerc/pro/chateau-citran-2022-haut-medoc-aop-rouge-75-cl
"Louis Guillaume, 2023 - Maranges AOP - Rouge - 75 cl",vins-rouges,16.45,0.75,13.5,162.47,https://media.e.leclerc/3760297710088_1,https://www.e.leclerc/pro/louis-guillaume-2023-maranges-aop-rouge-75-cl
"Bouchard Aîné & Fils, 2022 - Vougeot 1er Cru AOP - Rouge - 75 cl",vins-rouges,106.49,0.75,13.5,1051.75,https://media.e.leclerc/3340180011920_1,https://www.e.leclerc/pro/bouchard-aine-fils-2022-vougeot-1er-cru-aop-rouge-75-cl
"Château Ormes De Pez, 2023 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,24.25,0.75,13.5,239.51,https://media.e.leclerc/3760020123680_1,https://www.e.leclerc/pro/chateau-ormes-de-pez-2023-saint-estephe-aop-rouge-75-cl
"Château Phélan Ségur, 2022 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,50.35,0.75,,,https://fgellaobb.filerobot.com/3760293120560_1,https://www.e.leclerc/pro/chateau-phelan-segur-2022-saint-estephe-aop-rouge-75-cl
"Famille Raymond - Nos Racines BIO, 2023 - Blaye Côtes de Bordeaux AOP - Rouge - 75 cl",vins-rouges,6.39,0.75,14.5,58.76,https://media.e.leclerc/3760077984272_1,https://www.e.leclerc/pro/famille-raymond-nos-racines-bio-2023-blaye-cotes-de-bordeaux-aop-rouge-75-cl
"Les Hauts de Parnay, 2024 - Saumur-Champigny AOP - Rouge - 75 cl",vins-rouges,8.95,0.75,12.5,95.47,https://media.e.leclerc/3760169580016_1,https://www.e.leclerc/pro/les-hauts-de-parnay-2024-saumur-champigny-aop-rouge-75-cl
"Esprit de Chevalier, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,30.9,0.75,13.5,305.19,https://media.e.leclerc/3760290645608_1,https://www.e.leclerc/pro/esprit-de-chevalier-2022-pessac-leognan-aop-rouge-75-cl
"Magnum Romain Duvernay, 2022 - Crozes-Hermitage AOP - Rouge - 1.5 L",vins-rouges,26.7,1.5,,,https://media.e.leclerc/3760256772683_1,https://www.e.leclerc/pro/magnum-romain-duvernay-2022-crozes-hermitage-aop-rouge-1-5-l
"Marojallia, 2022 - Margaux AOP - Rouge - 75 cl",vins-rouges,47.0,0.75,,,https://media.e.leclerc/3701686311226_1,https://www.e.leclerc/pro/marojallia-2022-margaux-aop-rouge-75-cl
"Château Grand Mayne, 2022 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,45.6,0.75,14.5,419.31,https://media.e.leclerc/3495230520720_1,https://www.e.leclerc/pro/chateau-grand-mayne-2022-saint-emilion-grand-cru-aop-rouge-75-cl
"Château Avernus, 2021 - Côtes-du-Roussillon-Villages AOP - Rouge - 75 cl",vins-rouges,8.19,0.75,,,https://media.e.leclerc/3514120108760_1,https://www.e.leclerc/pro/chateau-avernus-2021-cotes-du-roussillon-villages-aop-rouge-75-cl
"Grains de roy, 2019 - Madiran AOP - Rouge - 75 cl",vins-rouges,7.16,0.75,,,https://media.e.leclerc/3270250308424_1,https://www.e.leclerc/pro/grains-de-roy-2019-madiran-aop-rouge-75-cl
"Magnum Bergerie de l'Hortus, 2023 - Languedoc AOP - Rouge - 1.5 L",vins-rouges,35.0,1.5,,,https://media.e.leclerc/3760016292154_1,https://www.e.leclerc/pro/magnum-bergerie-de-l-hortus-2023-languedoc-aop-rouge-1-5-l
"Domaine Des Fournaches, 2022 - Bourgogne Hautes-Côtes de Nuits AOP - Rouge - 75 cl",vins-rouges,10.75,0.75,12.5,114.67,https://media.e.leclerc/3340778001210_1,https://www.e.leclerc/pro/domaine-des-fournaches-2022-bourgogne-hautes-cotes-de-nuits-aop-rouge-75-cl
"Romain Duvernay, 2023 - Saint-Joseph AOP - Rouge - 75 cl",vins-rouges,17.5,0.75,12.5,186.67,https://fgellaobb.filerobot.com/3760256772706_1,https://www.e.leclerc/pro/romain-duvernay-2023-saint-joseph-aop-rouge-75-cl
"Château L'Église Clinet, 2017 - Pomerol AOP - Rouge -  75 cl",vins-rouges,245.0,0.75,14.5,2252.87,https://fgellaobb.filerobot.com/3258691597522_1,https://www.e.leclerc/pro/chateau-l-eglise-clinet-2017-pomerol-aop-rouge-75-cl
"Labouré Roi, 2023 - Côte de Nuits Villages AOP - Rouge - 75 cl",vins-rouges,23.9,0.75,,,https://media.e.leclerc/3477600301634_1,https://www.e.leclerc/pro/laboure-roi-2023-cote-de-nuits-villages-aop-rouge-75-cl
"Château Haut Bages, 2022 - Pauillac AOP - Rouge - 75 cl",vins-rouges,43.23,0.75,13.5,426.96,https://fgellaobb.filerobot.com/3760268700971_1,https://www.e.leclerc/pro/chateau-haut-bages-2022-pauillac-aop-rouge-75-cl
"Madame de Beaucaillou, 2023 - Haut-Médoc AOP - Rouge - 75 cl",vins-rouges,16.95,0.75,,,https://media.e.leclerc/3479650003544_1,https://www.e.leclerc/pro/madame-de-beaucaillou-2023-haut-medoc-aop-rouge-75-cl
"Château Parazols Bertrou l'esprit Vagabond, 2021 - Minervois AOP - Rouge - 75 cl",vins-rouges,8.9,0.75,,,https://fgellaobb.filerobot.com/3770000173192_1,https://www.e.leclerc/pro/chateau-parazols-bertrou-l-esprit-vagabond-2021-minervois-aop-rouge-75-cl
"Famille Raymond Nos racines BIO, 2020 - Côtes du Rhône AOP - Rouge -  75 cl",vins-rouges,4.99,0.75,13.5,49.28,https://fgellaobb.filerobot.com/3760077984944_1,https://www.e.leclerc/pro/famille-raymond-nos-racines-bio-2020-cotes-du-rhone-aop-rouge-75-cl
"Magnum Domaine de l'Hortus Grande Cuvée, 2022 - Languedoc AOP - Rouge - 1.5 L",vins-rouges,55.0,1.5,13.5,271.6,https://fgellaobb.filerobot.com/3760016292147_1,https://www.e.leclerc/pro/magnum-domaine-de-l-hortus-grande-cuvee-2022-languedoc-aop-rouge-1-5-l
"Delas ""Chante-Perdrix"" 2021 - Cornas AOP - Rouge - 75 cl",vins-rouges,40.9,0.75,,,https://media.e.leclerc/3359950372475_1,https://www.e.leclerc/pro/delas-chante-perdrix-2021-cornas-aop-rouge-75-cl
"L'Esprit de Chevalier, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,23.5,0.75,13.5,232.1,https://media.e.leclerc/3760290645554_1,https://www.e.leclerc/pro/l-esprit-de-chevalier-2022-pessac-leognan-aop-rouge-75-cl
"Domaine de Leyrolle Lirac, 2017 - Lirac AOP - Rouge - 75 cl",vins-rouges,7.88,0.75,,,https://media.e.leclerc/3760256771747_1,https://www.e.leclerc/pro/domaine-de-leyrolle-lirac-2017-lirac-aop-rouge-75-cl
"La Rose Pauillac, 2022 - Pauillac AOP - Rouge - 75 cl",vins-rouges,26.35,0.75,,,https://media.e.leclerc/3399733220005_1,https://www.e.leclerc/pro/la-rose-pauillac-2022-pauillac-aop-rouge-75-cl
"Château Cos d'Estournel, 2021 - Saint-Estèphe AOP - Rouge - 75 cl",vins-rouges,190.0,0.75,,,https://media.e.leclerc/3339012111013_1,https://www.e.leclerc/pro/chateau-cos-d-estournel-2021-saint-estephe-aop-rouge-75-cl
"Château Fonréaud, 2022 - Listrac-Médoc AOP - Rouge - 75 cl",vins-rouges,17.6,0.75,14.5,161.84,https://media.e.leclerc/3760138991218_1,https://www.e.leclerc/pro/chateau-fonreaud-2022-listrac-medoc-aop-rouge-75-cl
Domaine François Lurton 1+1+1 BIO 2024 - Vin de France - Rouge - 75 cl,vins-rouges,6.93,0.75,11.5,80.35,https://media.e.leclerc/3480040177592_1,https://www.e.leclerc/pro/domaine-francois-lurton-1-1-1-bio-2024-vin-de-france-rouge-75-cl
"Château Jean de Gué, 2022 - Lalande de Pomerol AOP - Rouge - 75 cl",vins-rouges,15.95,0.75,,,https://media.e.leclerc/3573420522317_1,https://www.e.leclerc/pro/chateau-jean-de-gue-2022-lalande-de-pomerol-aop-rouge-75-cl
"Bellevue de Fourcas Dupré, 2020 - Listrac-Médoc AOP - Rouge - 75 cl",vins-rouges,8.95,0.75,,,https://media.e.leclerc/3760087180237_1,https://www.e.leclerc/pro/bellevue-de-fourcas-dupre-2020-listrac-medoc-aop-rouge-75-cl
"Signature Chef - Michel Sarran Cuvée Gourmet, 2022 - Corbières AOP - Rouge -  75 cl",vins-rouges,9.9,0.75,,,https://fgellaobb.filerobot.com/3760304390081_1,https://www.e.leclerc/pro/signature-chef-michel-sarran-cuvee-gourmet-2022-corbieres-aop-rouge-75-cl
"La Divyne, 2024 - Cheverny AOP - Rouge - 75 cl",vins-rouges,6.5,0.75,,,https://media.e.leclerc/3415287503026_1,https://www.e.leclerc/pro/la-divyne-2024-cheverny-aop-rouge-75-cl
"L'Abeille De Fieuzal, 2023 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,18.95,0.75,,,https://media.e.leclerc/3760145424136_1,https://www.e.leclerc/pro/l-abeille-de-fieuzal-2023-pessac-leognan-aop-rouge-75-cl
"Château La Fleur, 2023 - Saint-Emilion Grand Cru AOP - Rouge - 75 cl",vins-rouges,26.75,0.75,,,https://media.e.leclerc/3760269181564_1,https://www.e.leclerc/pro/chateau-la-fleur-2023-saint-emilion-grand-cru-aop-rouge-75-cl
"Daniel reverdy, 2023 - Sancerre AOP - Rouge - 75 cl",vins-rouges,20.0,0.75,12.5,213.33,https://media.e.leclerc/2030009532620_1,https://www.e.leclerc/pro/daniel-reverdy-2023-sancerre-aop-rouge-75-cl
"Clos René, 2022 - Pomerol AOP - Rouge - 75 cl",vins-rouges,32.49,0.75,14.5,298.76,https://media.e.leclerc/3495230520553_1,https://www.e.leclerc/pro/clos-rene-2022-pomerol-aop-rouge-75-cl
"Bouchard Ainé & Fils, 2021 - Pommard 1er Cru AOP - Rouge - 75 cl",vins-rouges,67.25,0.75,13.5,664.2,https://media.e.leclerc/3701439606265_1,https://www.e.leclerc/pro/bouchard-aine-fils-2021-pommard-1er-cru-aop-rouge-75-cl
"Château Alias Croizet-Bages, 2022 - Pauillac AOP - Rouge - 75 cl",vins-rouges,23.75,0.75,14.5,218.39,https://media.e.leclerc/3662312023824_1,https://www.e.leclerc/pro/chateau-alias-croizet-bages-2022-pauillac-aop-rouge-75-cl
"Château de Rouffiac ""Le Fruit"", 2023 - Cahors AOP - Rouge - 75 cl",vins-rouges,6.95,0.75,12.5,74.13,https://media.e.leclerc/3760401300037_1,https://www.e.leclerc/pro/chateau-de-rouffiac-le-fruit-2023-cahors-aop-rouge-75-cl
"Château Picque Caillou, 2022 - Pessac-Léognan AOP - Rouge - 75 cl",vins-rouges,21.99,0.75,,,https://media.e.leclerc/3495230520805_1,https://www.e.leclerc/pro/chateau-picque-caillou-2022-pessac-leognan-aop-rouge-75-cl
"Chevalier De Lascombes, 2023 - Margaux AOP - Rouge - 75 cl",vins-rouges,26.85,0.75,13.5,265.19,https://media.e.leclerc/3410252230044_1,https://www.e.leclerc/pro/chevalier-de-lascombes-2023-margaux-aop-rouge-75-cl
"Louis Guillaume, 2023 - Maranges AOP - Rouge - 75 cl",vins-rouges,16.45,0.75,13.5,162.47,https://media.e.leclerc/3760297710088_1,https://www.e.leclerc/pro/louis-guillaume-2023-maranges-aop-rouge-75-cl
